"p","d","q","P","D","Q","AIC","AICC","BIC"
6,1,1,2,1,3,27086.4912497777,27086.6208332594,27163.783470345
6,1,1,1,1,4,27086.5800701688,27086.7096536504,27163.8722907361
2,1,5,5,1,6,27086.8172252391,27087.0883633054,27199.7827783759
6,1,1,5,1,1,27086.8334653881,27086.9830380377,27170.0712413836
6,1,1,2,1,2,27086.9100007117,27087.0210327402,27158.2566658507
6,1,1,4,1,2,27087.1660926375,27087.3156652871,27170.403868633
6,1,1,5,1,2,27087.2976665698,27087.4686676386,27176.4809979936
6,1,1,0,1,6,27087.5281160762,27087.6776887258,27170.7658920718
6,1,1,1,1,5,27087.6729901528,27087.8225628023,27170.9107661483
6,1,1,1,1,6,27088.8199456744,27088.9909467432,27178.0032770982
6,1,1,2,1,4,27089.0146630915,27089.1642357411,27172.2524390871
6,1,1,3,1,4,27089.5994922483,27089.7704933171,27178.7828236721
6,1,1,3,1,3,27089.8789031332,27090.0284757828,27173.1166791287
6,1,1,5,1,5,27093.3187336934,27093.562670926,27200.338731402
1,1,1,4,1,3,27121.6656502919,27121.7438864227,27181.1212045744
1,1,1,2,1,5,27122.4417883517,27122.5200244825,27181.8973426342
1,1,1,5,1,3,27122.5158604596,27122.6097772152,27187.9169701704
1,1,1,3,1,5,27122.5902582985,27122.6841750541,27187.9913680093
1,1,1,3,1,6,27124.5412811069,27124.6523131354,27195.887946246
1,1,1,5,1,4,27124.5879631251,27124.6989951536,27195.9346282641
1,1,1,5,1,5,27126.5300468256,27126.6596303072,27203.8222673929
1,1,1,3,1,1,27130.6027663258,27130.6425531819,27172.2216543236
1,1,1,0,1,4,27130.8609663249,27130.900753181,27172.4798543227
1,1,1,2,1,2,27130.8907284542,27130.9305153103,27172.509616452
1,1,1,2,1,1,27131.1930245344,27131.2228540798,27166.8663571039
1,1,1,0,1,5,27131.8983967204,27131.9495694283,27179.4628401464
1,1,1,2,1,3,27132.2006041525,27132.2517768604,27179.7650475785
1,1,1,4,1,1,27132.2031684225,27132.2543411303,27179.7676118485
1,1,1,0,1,6,27132.2256629095,27132.2896515337,27185.7356617638
1,1,1,0,1,3,27132.2731740119,27132.3030035574,27167.9465065814
1,1,1,3,1,2,27132.4382789434,27132.4894516513,27180.0027223695
1,1,1,5,1,1,27132.4592654436,27132.5232540678,27185.9692642978
1,1,1,1,1,5,27132.4821824382,27132.5461710625,27185.9921812925
1,1,1,4,1,2,27132.9580423703,27133.0220309945,27186.4680412245
1,1,1,2,1,4,27133.6219992683,27133.6859878925,27187.1319981226
1,1,1,5,1,2,27133.7160830384,27133.7943191693,27193.1716373209
1,1,1,3,1,3,27134.0103841948,27134.0743728191,27187.5203830491
1,1,1,1,1,1,27134.4968331455,27134.5181324,27164.2246102868
1,1,1,1,1,6,27134.8079072312,27134.8861433621,27194.2634615137
1,1,1,1,1,4,27134.8253711663,27134.8765438742,27182.3898145924
1,1,1,0,1,2,27135.1467618653,27135.1680611198,27164.8745390065
1,1,1,3,1,4,27136.5211529732,27136.599389104,27195.9767072557
1,1,1,4,1,5,27136.8972803105,27137.008312339,27208.2439454496
1,1,1,1,1,3,27137.0487825984,27137.0885694546,27178.6676705962
1,1,1,4,1,4,27137.265929354,27137.3598461096,27202.6670390648
1,1,1,0,1,1,27139.5844431007,27139.5986375649,27163.3666648137
1,1,1,1,1,2,27142.1258360235,27142.155665569,27177.799168593
6,1,6,5,1,0,27179.5558275786,27179.7997648111,27286.5758252872
7,1,5,3,1,0,27215.932814984,27216.126685262,27311.0617018361
7,1,6,3,1,0,27219.2954377497,27219.5136195679,27320.36988003
3,1,6,5,1,0,27250.0215146443,27250.1925157131,27339.2048460682
4,1,6,5,1,0,27253.4567793737,27253.6506496517,27348.5856662258
5,1,3,5,1,0,27261.5752459595,27261.7248186091,27344.813021955
5,1,5,2,1,0,27291.6864518583,27291.81603534,27368.9786724256
5,1,4,5,1,0,27291.7001512997,27291.8711523684,27380.8834827235
5,1,5,5,1,0,27293.4409055664,27293.6347758444,27388.5697924185
5,1,6,5,1,0,27295.4564426723,27295.6746244905,27396.5308849526
6,1,5,5,1,0,27295.4589617965,27295.6771436147,27396.5334040769
6,1,4,5,1,0,27296.7500411712,27296.9439114492,27391.8789280232
6,1,3,5,1,0,27298.3719276272,27298.5429286959,27387.555259051
1,1,6,5,1,0,27309.6814257632,27309.8110092448,27386.9736463305
3,1,5,4,1,0,27309.9603125867,27310.0898960684,27387.252533154
5,1,1,5,1,0,27310.0084574677,27310.1194894962,27381.3551226067
2,1,6,5,1,0,27311.2754107899,27311.4249834395,27394.5131867855
5,1,2,5,1,0,27311.9956137579,27312.1251972396,27389.2878343252
4,1,6,4,1,0,27313.0514357949,27313.2224368636,27402.2347672187
6,1,2,5,1,0,27313.9523841914,27314.101956841,27397.190160187
5,1,3,4,1,0,27319.0669759302,27319.1965594119,27396.3591964975
5,1,4,4,1,0,27319.8991811843,27320.0487538339,27403.1369571799
4,1,4,5,1,0,27323.4106947188,27323.5602673683,27406.6484707143
4,1,1,5,1,0,27324.8348121545,27324.9287289101,27390.2359218653
3,1,1,5,1,0,27331.7844114849,27331.8626476157,27391.2399657674
6,1,3,3,1,0,27336.5056987912,27336.6352822728,27413.7979193585
7,1,3,5,1,0,27345.3158653548,27345.5097356328,27440.4447522068
7,1,4,5,1,0,27345.5670243413,27345.7852061595,27446.6414666217
7,1,5,5,1,0,27347.0799025724,27347.3238398049,27454.099900281
7,1,2,5,1,0,27348.1188225061,27348.2898235748,27437.3021539299
3,1,5,3,1,0,27348.5620794921,27348.6731115206,27419.9087446312
7,1,6,5,1,0,27349.0321038433,27349.3032419096,27461.9976569801
3,1,6,3,1,0,27350.0055191447,27350.1351026264,27427.297739712
4,1,6,3,1,0,27350.9988604031,27351.1484330527,27434.2366363987
5,1,3,3,1,0,27354.2351041071,27354.3461361356,27425.5817692461
5,1,4,3,1,0,27356.2457671145,27356.3753505961,27433.5379876818
5,1,6,4,1,0,27356.7536671658,27356.9475374438,27451.8825540179
6,1,4,3,1,0,27357.5384996229,27357.6880722725,27440.7762756184
6,1,6,4,1,0,27358.7534691807,27358.9716509988,27459.827911461
6,1,3,4,1,0,27358.9416091793,27359.0911818288,27442.1793851748
5,1,5,4,1,0,27361.7498260907,27361.9208271595,27450.9331575146
3,1,4,5,1,0,27364.3995985158,27364.5291819975,27441.6918190831
7,1,6,1,1,0,27366.451187702,27366.6221887707,27455.6345191258
7,1,5,1,1,0,27367.9775961506,27368.1271688002,27451.2153721462
1,1,2,5,1,0,27380.7154902442,27380.7794788685,27434.2254890985
7,1,1,5,1,0,27381.3175357513,27381.4671084008,27464.5553117468
2,1,2,5,1,0,27381.6679783489,27381.7462144797,27441.1235326314
1,1,3,5,1,0,27381.6923967038,27381.7706328347,27441.1479509864
2,1,3,5,1,0,27383.4004210082,27383.4943377638,27448.8015307189
3,1,2,5,1,0,27383.4118109166,27383.5057276722,27448.8129206274
4,1,2,5,1,0,27385.00816116,27385.1191931885,27456.3548262991
2,1,4,5,1,0,27385.1790578925,27385.2900899209,27456.5257230315
2,1,1,5,1,0,27386.5141463854,27386.5781350096,27440.0241452397
7,1,4,4,1,0,27386.7308377965,27386.9247080745,27481.8597246486
5,1,1,4,1,0,27387.3176015046,27387.4115182602,27452.7187112154
4,1,3,5,1,0,27387.3780523407,27387.5076358224,27464.670272908
1,1,6,4,1,0,27387.5758917274,27387.6869237558,27458.9225568664
7,1,5,4,1,0,27388.5812976086,27388.7994794268,27489.6557398889
5,1,2,4,1,0,27388.898757002,27389.0097890304,27460.245422141
7,1,6,4,1,0,27390.5614075348,27390.8053447673,27497.5814052433
7,1,3,4,1,0,27390.7433212029,27390.9143222717,27479.9266526267
1,1,1,5,1,0,27391.4581431594,27391.5093158673,27439.0225865854
5,1,6,1,1,0,27391.9449284502,27392.0745119319,27469.2371490175
4,1,4,4,1,0,27393.1314808713,27393.261064353,27470.4237014386
7,1,2,4,1,0,27396.8011493867,27396.9507220363,27480.0389253822
1,1,3,4,1,0,27400.7465055112,27400.8104941355,27454.2565043655
5,1,5,1,1,0,27400.9321191876,27401.043151216,27472.2787843266
4,1,1,4,1,0,27405.2820221017,27405.3602582325,27464.7375763842
3,1,1,4,1,0,27409.7909144096,27409.8549030339,27463.3009132639
6,1,5,2,1,0,27413.2273424614,27413.376915111,27496.465118457
5,1,6,2,1,0,27413.5925503482,27413.7421229978,27496.8303263438
4,1,2,4,1,0,27413.6806063592,27413.7745231148,27479.08171607
6,1,3,2,1,0,27424.9495231553,27425.0605551838,27496.2961882943
5,1,5,3,1,0,27425.6296152788,27425.7791879283,27508.8673912743
5,1,6,3,1,0,27427.3297966934,27427.5007977621,27516.5131281172
6,1,6,3,1,0,27429.6348570686,27429.8287273466,27524.7637439206
2,1,6,3,1,0,27433.9250291535,27434.036061182,27505.2716942926
3,1,4,4,1,0,27434.2541235571,27434.3651555856,27505.6007886961
3,1,3,2,1,0,27438.1335989627,27438.197587587,27491.643597817
4,1,3,4,1,0,27438.1784146514,27438.2894466799,27509.5250797905
3,1,4,2,1,0,27439.8162998501,27439.894535981,27499.2718541326
5,1,3,2,1,0,27441.3820389976,27441.4759557532,27506.7831487084
4,1,6,2,1,0,27441.9274344305,27442.0570179121,27519.2196549978
5,1,4,2,1,0,27442.4432314296,27442.554263458,27513.7898965686
3,1,5,2,1,0,27444.0538269766,27444.1477437322,27509.4549366873
6,1,4,2,1,0,27445.3578824694,27445.487465951,27522.6501030367
3,1,6,2,1,0,27446.007713274,27446.1187453024,27517.354378413
5,1,1,3,1,0,27448.3290012867,27448.4072374176,27507.7845555692
6,1,1,3,1,0,27449.6581677224,27449.752084478,27515.0592774332
5,1,2,3,1,0,27449.7033843195,27449.7973010751,27515.1044940303
1,1,6,3,1,0,27450.5496217769,27450.6435385325,27515.9507314877
2,1,5,3,1,0,27452.2396614921,27452.3335782477,27517.6407712028
6,1,2,3,1,0,27452.3145701209,27452.4256021494,27523.6612352599
2,1,3,3,1,0,27452.536375874,27452.6003644983,27506.0463747283
3,1,2,3,1,0,27453.8385180004,27453.9025066246,27507.3485168546
3,1,3,3,1,0,27454.8034613619,27454.8816974928,27514.2590156444
4,1,4,3,1,0,27454.8246555574,27454.9356875859,27526.1713206965
4,1,3,3,1,0,27457.2932794715,27457.3871962271,27522.6943891823
1,1,3,3,1,0,27459.7062382739,27459.7574109818,27507.2706817
4,1,4,2,1,0,27461.5231387,27461.6170554556,27526.9242484108
4,1,1,3,1,0,27462.5130857716,27462.5770743959,27516.0230846259
2,1,4,3,1,0,27462.6660481326,27462.7442842635,27522.1216024152
3,1,4,3,1,0,27463.2936726179,27463.3875893735,27528.6947823286
3,1,1,3,1,0,27465.4544167031,27465.5055894109,27513.0188601291
1,1,1,4,1,0,27465.6849479101,27465.7247347663,27507.3038359079
7,1,1,4,1,0,27467.1767448212,27467.3063283029,27544.4689653885
4,1,2,3,1,0,27469.4047674175,27469.4830035484,27528.8603217
1,1,4,4,1,0,27471.0267650177,27471.1050011485,27530.4823193002
2,1,2,4,1,0,27471.0371423732,27471.1011309975,27524.5471412275
1,1,2,4,1,0,27471.3418025797,27471.3929752876,27518.9062460057
3,1,2,4,1,0,27472.1864693904,27472.2647055213,27531.6420236729
2,1,3,4,1,0,27472.3102413433,27472.3884774742,27531.7657956258
2,1,4,4,1,0,27473.0033646033,27473.0972813589,27538.4044743141
1,1,5,4,1,0,27473.0196971397,27473.1136138953,27538.4208068505
3,1,3,4,1,0,27474.1821715897,27474.2760883453,27539.5832813005
2,1,5,4,1,0,27474.9607220759,27475.0717541044,27546.307387215
2,1,6,4,1,0,27475.7504331867,27475.8800166684,27553.042653754
2,1,1,4,1,0,27477.2432346614,27477.2944073693,27524.8076780875
2,1,2,3,1,0,27485.0569434339,27485.1081161418,27532.6213868599
7,1,3,3,1,0,27505.2860674941,27505.4356401436,27588.5238434896
7,1,4,3,1,0,27505.6667161333,27505.837717202,27594.8500475571
7,1,2,3,1,0,27506.4594718354,27506.589055317,27583.7516924027
7,1,6,0,1,0,27516.4946928523,27516.6442655019,27599.7324688479
1,1,1,3,1,0,27519.4751285725,27519.5049581179,27555.148461142
7,1,6,2,1,0,27521.3186501553,27521.5125204333,27616.4475370074
7,1,5,0,1,0,27523.4913745867,27523.6209580684,27600.783595154
7,1,1,3,1,0,27540.7440053511,27540.8550373795,27612.0906704901
1,1,2,3,1,0,27544.1880866162,27544.2278734723,27585.806974614
1,1,4,3,1,0,27546.318990508,27546.3829791322,27599.8289893622
1,1,5,3,1,0,27548.3241302819,27548.4023664127,27607.7796845644
7,1,4,2,1,0,27550.3653896835,27550.514962333,27633.603165679
7,1,5,2,1,0,27550.6815277373,27550.8525288061,27639.8648591611
2,1,1,3,1,0,27551.3983274163,27551.4381142725,27593.0172154141
7,1,3,2,1,0,27554.689129774,27554.8187132556,27631.9813503413
7,1,2,2,1,0,27559.8435566946,27559.9545887231,27631.1902218337
6,1,5,1,1,0,27560.4223230103,27560.551906492,27637.7145435776
6,1,6,1,1,0,27562.3286282052,27562.4782008547,27645.5664042007
6,1,1,2,1,0,27588.157930774,27588.2361669048,27647.6134850565
5,1,1,2,1,0,27588.5872112255,27588.6511998497,27642.0972100798
3,1,2,2,1,0,27589.276938965,27589.3281116729,27636.8413823911
5,1,2,2,1,0,27589.7238429422,27589.8020790731,27649.1793972247
2,1,3,2,1,0,27590.1409936914,27590.1921663993,27637.7054371175
1,1,4,2,1,0,27590.2285820508,27590.2797547587,27637.7930254769
6,1,5,0,1,0,27591.0335230137,27591.1445550422,27662.3801881527
1,1,5,2,1,0,27591.1122971934,27591.1762858177,27644.6222960477
4,1,1,2,1,0,27591.2966162111,27591.347788919,27638.8610596371
1,1,6,2,1,0,27591.5966953267,27591.6749314575,27651.0522496092
6,1,2,2,1,0,27592.5162214696,27592.6101382252,27657.9173311804
4,1,3,2,1,0,27592.9449211026,27593.0231572334,27652.4004753851
6,1,6,0,1,0,27592.9843946819,27593.1139781636,27670.2766152492
3,1,1,2,1,0,27593.6624531343,27593.7022399904,27635.281341132
2,1,6,2,1,0,27593.9940120238,27594.0879287794,27659.3951217346
2,1,5,2,1,0,27594.2187535821,27594.296989713,27653.6743078647
2,1,4,2,1,0,27594.6570494401,27594.7210380644,27648.1670482944
1,1,3,2,1,0,27594.7899081817,27594.8296950378,27636.4087961795
4,1,2,2,1,0,27597.0799856196,27597.1439742439,27650.5899844739
2,1,2,2,1,0,27610.5831285413,27610.6229153974,27652.202016539
7,1,4,1,1,0,27611.3381901481,27611.4677736298,27688.6304107154
7,1,3,1,1,0,27612.7740115775,27612.8850436059,27684.1206767165
3,1,3,1,1,0,27615.5501545677,27615.6013272756,27663.1145979938
6,1,4,1,1,0,27616.3235344967,27616.4345665252,27687.6701996357
4,1,3,1,1,0,27616.7663989482,27616.8303875725,27670.2763978025
3,1,4,1,1,0,27616.7740786028,27616.8380672271,27670.2840774571
6,1,3,1,1,0,27617.6009818437,27617.6948985993,27683.0020915545
1,1,2,2,1,0,27620.7248773505,27620.7547068959,27656.39820992
5,1,6,0,1,0,27621.3559888786,27621.467020907,27692.7026540176
5,1,4,1,1,0,27622.0847356883,27622.1786524439,27687.4858453991
2,1,1,2,1,0,27628.6121967095,27628.6420262549,27664.285529279
5,1,3,1,1,0,27630.8669676917,27630.9452038225,27690.3225219742
4,1,6,1,1,0,27633.9441783295,27634.055210358,27705.2908434686
3,1,6,1,1,0,27635.360578844,27635.4544955996,27700.7616885548
4,1,5,1,1,0,27638.6054367513,27638.6993535069,27704.0065464621
3,1,5,1,1,0,27639.1865781791,27639.2648143099,27698.6421324616
1,1,1,2,1,0,27648.582345533,27648.6036447875,27678.3101226743
5,1,5,0,1,0,27650.5560748277,27650.6499915833,27715.9571845385
7,1,1,2,1,0,27666.6660350065,27666.7599517621,27732.0671447173
4,1,4,1,1,0,27667.9146293072,27667.9928654381,27727.3701835898
3,1,6,0,1,0,27725.0057753337,27725.0840114646,27784.4613296163
4,1,6,0,1,0,27726.1454705622,27726.2393873178,27791.546580273
2,1,6,0,1,0,27778.6304294634,27778.6944180876,27832.1404283177
7,1,2,1,1,0,27797.7567392524,27797.850656008,27863.1578489632
6,1,2,1,1,0,27849.2427097521,27849.3209458829,27908.6982640346
6,1,1,1,1,0,27849.6149564281,27849.6789450524,27903.1249552824
5,1,2,1,1,0,27869.4494884364,27869.5134770606,27922.9594872907
1,1,6,1,1,0,27869.949039617,27870.0130282412,27923.4590384713
1,1,3,1,1,0,27870.9712505903,27871.0010801357,27906.6445831598
5,1,1,1,1,0,27872.1349779814,27872.1861506893,27919.6994214074
1,1,4,1,1,0,27872.9653242379,27873.005111094,27914.5842122357
2,1,3,1,1,0,27873.0161911771,27873.0559780332,27914.6350791749
3,1,1,1,1,0,27873.4705555487,27873.5003850942,27909.1438881182
2,1,4,1,1,0,27874.1811712989,27874.2323440068,27921.745614725
2,1,5,1,1,0,27874.3371940642,27874.4011826885,27927.8471929185
1,1,5,1,1,0,27874.4523568627,27874.5035295706,27922.0168002887
3,1,2,1,1,0,27875.1761976742,27875.2159845304,27916.795085672
4,1,1,1,1,0,27875.4665869318,27875.5063737879,27917.0854749296
4,1,2,1,1,0,27875.8399608497,27875.8911335576,27923.4044042758
2,1,2,1,1,0,27877.7733101661,27877.8031397115,27913.4466427356
2,1,6,1,1,0,27878.4459971188,27878.5242332497,27937.9015514014
1,1,2,1,1,0,27891.1458259356,27891.1671251901,27920.8736030768
7,1,4,0,1,0,27898.9142228016,27899.0252548301,27970.2608879407
2,1,1,1,1,0,27899.6705217996,27899.6918210541,27929.3982989408
7,1,3,0,1,0,27921.2010075301,27921.2949242857,27986.6021172409
1,1,1,1,1,0,27922.9778547968,27922.992049261,27946.7600765099
2,1,5,0,1,0,27930.2489393468,27930.3001120547,27977.8133827729
6,1,4,0,1,0,27936.2995847272,27936.3935014828,28001.700694438
7,1,1,1,1,0,27947.3706748108,27947.4489109417,28006.8262290933
7,1,2,0,1,0,27986.7259197668,27986.8041558977,28046.1814740493
1,1,6,0,1,0,28033.4614906918,28033.5126633997,28081.0259341178
6,1,3,0,1,0,28042.8515956448,28042.9298317756,28102.3071499273
5,1,4,0,1,0,28106.2139545093,28106.2921906402,28165.6695087918
4,1,3,0,1,0,28121.7291287683,28121.7803014761,28169.2935721943
3,1,3,0,1,0,28126.9600232244,28126.9998100805,28168.5789112222
5,1,3,0,1,0,28137.8076177644,28137.8716063886,28191.3176166187
7,1,1,0,1,0,28143.8084802639,28143.8724688882,28197.3184791182
3,1,5,0,1,0,28166.3615494652,28166.4255380894,28219.8715483195
4,1,5,0,1,0,28166.7396467585,28166.8178828894,28226.1952010411
4,1,4,0,1,0,28180.4737240241,28180.5377126484,28233.9837228784
3,1,4,0,1,0,28187.4099104782,28187.4610831861,28234.9743539042
1,1,5,0,1,0,28245.0779927644,28245.1177796205,28286.6968807622
2,1,4,0,1,0,28273.3162592699,28273.356046126,28314.9351472677
6,1,2,0,1,0,28349.9368339259,28350.0008225501,28403.4468327802
6,1,1,0,1,0,28389.3546676113,28389.4058403192,28436.9191110373
5,1,2,0,1,0,28448.0008820318,28448.0520547397,28495.5653254578
2,1,2,0,1,0,28592.4524741604,28592.4737734149,28622.1802513017
4,1,2,0,1,0,28592.7058295225,28592.7456163787,28634.3247175203
1,1,4,0,1,0,28593.3244541982,28593.3542837436,28628.9977867677
1,1,3,0,1,0,28593.6577109095,28593.6790101641,28623.3854880508
3,1,2,0,1,0,28594.3905899511,28594.4204194966,28630.0639225207
2,1,3,0,1,0,28594.4691067231,28594.4989362686,28630.1424392927
1,1,2,0,1,0,28595.596212337,28595.6104068012,28619.37843405
3,1,1,0,1,0,28598.6957476495,28598.7170469041,28628.4235247908
2,1,1,0,1,0,28604.109573592,28604.1237680561,28627.891795305
1,1,1,0,1,0,28654.7352700198,28654.7437836771,28672.5719363045
5,1,1,0,1,0,28941.4674513681,28941.5072382242,28983.0863393658
4,1,1,0,1,0,28959.1331144174,28959.1629439628,28994.8064469869
